Challenge,Cartographer,Map,Links,Area,City,Topics,Types,Tools
**05** ^Blue^,**@moaimx** ^Irving MA^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/moaimx_05.jpg),[tweet](https://twitter.com/moaimx/status/1324419306944450568) ,,,,,
**13** ^Raster^,**@vivekparasharr** ^Vivek Parashar^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/vivekparasharr_13.jpg),[tweet](https://twitter.com/vivekparasharr/status/1327264971722547205) ,,,,,"Python, Plotly"
**11** ^3D^,**@_skuethe** ^_sk^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/_skuethe_11.jpg),[tweet](https://twitter.com/_skuethe/status/1326563185047035904) [web](https://github.com/crazycapivara/30-day-map-challenge),Germany,Berlin,,,"R, Mapbox"
**15** ^Connections^,**@akadouri** ^Ariel Kadouri^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/akadouri_15.jpg),[tweet](https://twitter.com/akadouri/status/1328222210637656067) ,,,,,
**09** ^Monochrome^,**@TheRealJimShady** ^𝗝ames D Smith^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/TheRealJimShady_09.jpg),[tweet](https://twitter.com/TheRealJimShady/status/1325924774992863233) ,,,,,
**02** ^Lines^,**@Helenmckmck** ^Helen McKenzie^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Helenmckmck_02.jpg),[tweet](https://twitter.com/Helenmckmck/status/1323332796342030336) ,,,,,QGIS
**01** ^Points^,**@iMohamedlil** ^Mohammed Alhassan^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/iMohamedlil_01.jpg),[tweet](https://twitter.com/iMohamedlil/status/1322964548933111811) ,,,,,
**30** ^A map^,**@notforcasual** ^diana^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/notforcasual_30.jpg),[tweet](https://twitter.com/notforcasual/status/1333385706845077506) ,Japan,,personal,,
**05** ^Blue^,**@Valtzen** ^Valt Ze^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Valtzen_05.jpg),[tweet](https://twitter.com/Valtzen/status/1324358183335403520) ,,,,,QGIS
**03** ^Polygons^,**@FastClouds** ^Liam McRae^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/FastClouds_03.jpg),[tweet](https://twitter.com/FastClouds/status/1323801492327981059) ,,,,,QGIS
**04** ^Hexagons^,**@serialc** ^Cyrille MdC^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/serialc_04.jpg),[tweet](https://twitter.com/serialc/status/1324020429523193857) ,,,,,
**19** ^NULL^,**@IIEGJ** ^IIEG Jalisco^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/IIEGJ_19.jpg),[tweet](https://twitter.com/IIEGJ/status/1329582732595195904) ,,,,,
**05** ^Blue^,**@JulesGrandin** ^Jules Grandin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JulesGrandin_05.jpg),[tweet](https://twitter.com/JulesGrandin/status/1324290862029787139) ,,,,,
**10** ^Grid^,**@EljarmouniMed** ^EL JARMOUNI Mohamed^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/EljarmouniMed_10.jpg),[tweet](https://twitter.com/EljarmouniMed/status/1326312895177777157) ,,,,,ArcGIS
**13** ^Raster^,**@kennethfield** ^Kenneth Field^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/kennethfield_13.jpg),[tweet](https://twitter.com/kennethfield/status/1327159514206912513) ,,,,,
**03** ^Polygons^,**@Alina_Ristea** ^Alina Ristea^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Alina_Ristea_03.jpg),[tweet](https://twitter.com/Alina_Ristea/status/1323304810108620801) ,USA,Boston,,,QGIS
**04** ^Hexagons^,**@Gala_Shine** ^Gala_Shine^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Gala_Shine_04.jpg),[tweet](https://twitter.com/Gala_Shine/status/1326498285369118721) ,,,,,
**18** ^Land use^,**@SmithGIS** ^GIS @ Smith College^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/SmithGIS_18.jpg),[tweet](https://twitter.com/SmithGIS/status/1329247754690945024) ,,,,,
**19** ^NULL^,**@AnatZohar4** ^Anat Zohar^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AnatZohar4_19.jpg),[tweet](https://twitter.com/AnatZohar4/status/1329661769585893378) ,,,,,
**06** ^Red^,**@inari_ta** ^Irene de la Torre^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/inari_ta_06.png),[tweet](https://twitter.com/inari_ta/status/1325162273220915201) [web](https://irenedelatorrearenas.wordpress.com/2020/11/07/30-day-map-challenge-blue-red/),World,,,,QGIS
**22** ^Movement^,**@zentree** ^Luis Apiolaza^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/zentree_22.jpg),[tweet](https://twitter.com/zentree/status/1330250766284677123) ,New Zealand,,earthquakes,,QGIS
**08** ^Yellow^,**@cstats1** ^newishtodc^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/cstats1_08.jpg),[tweet](https://twitter.com/cstats1/status/1325666173451644928) ,,,,,R
**08** ^Yellow^,**@tjukanov** ^Topi Tjukanov^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tjukanov_08.jpg),[tweet](https://twitter.com/tjukanov/status/1325342038112432128) ,South America,,elevation,,Aerialod
**16** ^Islands^,**@iMohamedlil** ^Mohammed Alhassan^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/iMohamedlil_16.jpg),[tweet](https://twitter.com/iMohamedlil/status/1328439170629578753) ,,,,,
**03** ^Polygons^,**@odile_p** ^odile^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/odile_p_03.jpg),[tweet](https://twitter.com/odile_p/status/1323684994158649344) ,France,Grenoble,COVID-19,,hand drawn
**23** ^Boundaries^,**@MapsByAntonia** ^Antonia Blankenberg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MapsByAntonia_23.jpg),[tweet](https://twitter.com/MapsByAntonia/status/1330834500306268161) ,Ireland,,,Voronoi diagram,
**12** ^Non-GIS^,**@DrNicNacks** ^Nic^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DrNicNacks_12.jpg),[tweet](https://twitter.com/DrNicNacks/status/1326979090260381698) ,,,,,
**26** ^New tool^,**@popelnuhh** ^Zlata Popelnuh^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/popelnuhh_26.jpg),[tweet](https://twitter.com/popelnuhh/status/1332038452586577921) ,,,,,
**01** ^Points^,**@mmdolbow** ^Mike Dolbow^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mmdolbow_01.jpg),[tweet](https://twitter.com/mmdolbow/status/1323012924777123841) ,,,,,
**03** ^Polygons^,**@HeikkiVesanto** ^Heikki Vesanto^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/HeikkiVesanto_03.jpg),[tweet](https://twitter.com/HeikkiVesanto/status/1323556624888463360) ,Ireland,Sligo,urban,,OpenStreetMap
**02** ^Lines^,**@MattiJKokkonen** ^Matti Kokkonen^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MattiJKokkonen_02.jpg),[tweet](https://twitter.com/MattiJKokkonen/status/1323167458098896904) ,,,,,QGIS
**03** ^Polygons^,**@jgoodyear9** ^James Goodyear^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jgoodyear9_03.jpg),[tweet](https://twitter.com/jgoodyear9/status/1326455345665945604) ,,,,,
**09** ^Monochrome^,**@emu_info** ^Emu Analytics^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/emu_info_09.jpg),[tweet](https://twitter.com/emu_info/status/1325874903107727360) ,World,,,,
**01** ^Points^,**@bastimapache** ^Basti 🌸^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/bastimapache_01.jpg),[tweet](https://twitter.com/bastimapache/status/1322961709171122176) ,Chile,,,,
**14** ^Climate change^,**@StrathSlater** ^Strath Slater^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/StrathSlater_14.jpg),[tweet](https://twitter.com/StrathSlater/status/1327683742668906498) ,,,,,
**02** ^Lines^,**@Brown_GIS** ^GIS@Brown^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Brown_GIS_02.jpg),[tweet](https://twitter.com/Brown_GIS/status/1323282536114622466) ,,,,,
**12** ^Non-GIS^,**@geoscentricos** ^geoscéntricos^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geoscentricos_12.jpg),[tweet](https://twitter.com/geoscentricos/status/1326929663868903424) ,Mexico,,,emoji,Powerpoint
**02** ^Lines^,**@io_exception** ^Antonio Feregrino^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/io_exception_02.png),[tweet](https://twitter.com/io_exception/status/1323083908926246912) ,Mexico,,earthquakes,joyplot,Python
**23** ^Boundaries^,**@tkardi** ^Tõnis Kärdi^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tkardi_23.jpg),[tweet](https://twitter.com/tkardi/status/1330902173442519041) ,,,,,
**29** ^Globe^,**@zinnie__A** ^Zainab Adamu^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/zinnie__A_29.jpg),[tweet](https://twitter.com/zinnie__A/status/1333111087751974914) ,,,,,
**16** ^Islands^,**@kgjenkins** ^Keith Jenkins^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/kgjenkins_16.png),[tweet](https://twitter.com/kgjenkins/status/1328414630960574478) ,,,,,
**02** ^Lines^,**@Data_Wax** ^DATA\WAX - Florian^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Data_Wax_02.jpg),[tweet](https://twitter.com/Data_Wax/status/1323374294697676800) ,Senegal,Dakar,,,QGIS
**04** ^Hexagons^,**@Geo__Nerd__Rish** ^Rishi^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Geo__Nerd__Rish_04.jpg),[tweet](https://twitter.com/Geo__Nerd__Rish/status/1324009292446404608) ,,,,,
**23** ^Boundaries^,**@akadouri** ^Ariel Kadouri^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/akadouri_23.jpg),[tweet](https://twitter.com/akadouri/status/1331120651973906435) ,,,,,
**15** ^Connections^,**@dic1991** ^Daniel Ibáñez Campos^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dic1991_15.jpg),[tweet](https://twitter.com/dic1991/status/1329172696991739904) ,Spain,,transport,,
**13** ^Raster^,**@VictimOfMaths** ^Colin Angus^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/VictimOfMaths_13.jpg),[tweet](https://twitter.com/VictimOfMaths/status/1327243486308012034) ,UK,,,,Aerialod
**21** ^Water^,**@j_igarashi** ^Jin Igarashi^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/j_igarashi_21.jpg),[tweet](https://twitter.com/j_igarashi/status/1330085302992515075) ,,,,,
**20** ^Population^,**@gartn001** ^Philipp Gärtner^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/gartn001_20.png),[tweet](https://twitter.com/gartn001/status/1329787033297022977) ,,,,,
**01** ^Points^,**@jh550** ^Jessica Hammond^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jh550_01.jpg),[tweet](https://twitter.com/jh550/status/1322912491127660544) ,,,,,
**27** ^Big/small data^,**@SDGeoGirl** ^Barbara Kent^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/SDGeoGirl_27.jpg),[tweet](https://twitter.com/SDGeoGirl/status/1332361077162536960) ,USA,San Diego CA,"animals, personal",,
**29** ^Globe^,**@mapsbyp** ^Patrycja Krajczyńska^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mapsbyp_29.jpg),[tweet](https://twitter.com/mapsbyp/status/1333043622745411585) ,Universe,,,,
**10** ^Grid^,**@vtcraghead** ^Bill Morris^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/vtcraghead_10.jpg),[tweet](https://twitter.com/vtcraghead/status/1326159675876802563) [web](https://github.com/wboykinm/maptember/blob/main/2020/config.sh#L409-L478),USA,,,,QGIS
**11** ^3D^,**@ChrisLyons26** ^Chris Lyons^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ChrisLyons26_11.jpg),[tweet](https://twitter.com/ChrisLyons26/status/1326519699300085761) ,,,,,ArcGIS
**16** ^Islands^,**@CaRobson** ^Craig Robson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/CaRobson_16.png),[tweet](https://twitter.com/CaRobson/status/1328421041333481479) ,,,,,
**04** ^Hexagons^,**@DavidNg96191301** ^David Ng'ang'a^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DavidNg96191301_04.jpg),[tweet](https://twitter.com/DavidNg96191301/status/1324268828520599554) ,,,,,
**16** ^Islands^,**@Neil_py_harris** ^Neil Harris^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Neil_py_harris_16.jpg),[tweet](https://twitter.com/Neil_py_harris/status/1328270836973780992) ,UK,,,,
**06** ^Red^,**@geomigr** ^Cartographie(s) & Migration(s)^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geomigr_06.jpg),[tweet](https://twitter.com/geomigr/status/1324644914953596928) ,,,,,
**23** ^Boundaries^,**@somethinsfischy** ^Jared Fischer^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/somethinsfischy_23.jpg),[tweet](https://twitter.com/somethinsfischy/status/1331261568391147520) ,USA,,,,
**06** ^Red^,**@TimRodaway** ^Tim Rodaway^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/TimRodaway_06.jpg),[tweet](https://twitter.com/TimRodaway/status/1324844491178729474) ,,,,,
**04** ^Hexagons^,**@samwise_v** ^Sam J^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/samwise_v_04.jpg),[tweet](https://twitter.com/samwise_v/status/1324057653581127683) ,"UK, Ireland",,,,Leaflet
**02** ^Lines^,**@MartinBangratz** ^Unnecessarily sesquipedalian 🚡^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MartinBangratz_02.jpg),[tweet](https://twitter.com/MartinBangratz/status/1323384822199451648) ,,,,,QGIS
**17** ^Historical^,**@BjnNowak** ^Benjamin Nowak^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BjnNowak_17.jpg),[tweet](https://twitter.com/BjnNowak/status/1328571008224276483) ,,,,,"QGIS, R"
**15** ^Connections^,**@hireuter** ^Hannes Reuter^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/hireuter_15.png),[tweet](https://twitter.com/hireuter/status/1328021443569881088) ,,,,,
**16** ^Islands^,**@mapmakerdavid** ^𝐌 𝐀 𝐏 𝐌 𝐀 𝐊 𝐄 𝐑^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mapmakerdavid_16.jpg),[tweet](https://twitter.com/mapmakerdavid/status/1328534202875187202) ,Oceania,,,from memory,physical objects
**10** ^Grid^,**@ToddMostak** ^Todd Mostak^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ToddMostak_10.jpg),[tweet](https://twitter.com/ToddMostak/status/1326553464827080705) ,,,,,
**26** ^New tool^,**@seateazen** ^Francis Gasgonia^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/seateazen_26.jpg),[tweet](https://twitter.com/seateazen/status/1331789773933985792) ,,,,,
**06** ^Red^,**@seb_meier** ^Sebastian Meier^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/seb_meier_06.jpg),[tweet](https://twitter.com/seb_meier/status/1324600262837915648) ,,,,,
**26** ^New tool^,**@CaRobson** ^Craig Robson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/CaRobson_26.jpg),[tweet](https://twitter.com/CaRobson/status/1331989296866357248) ,,,,,physical objects
**06** ^Red^,**@tgsousa_** ^torts^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tgsousa__06.jpg),[tweet](https://twitter.com/tgsousa_/status/1324694270511583233) ,,,,,
**15** ^Connections^,**@AntoninBorgnon** ^Antonin Borgnon^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AntoninBorgnon_15.jpg),[tweet](https://twitter.com/AntoninBorgnon/status/1327925561612754945) ,,,,,
**28** ^Non-geographic^,**@_anirudhgovind** ^Anirudh^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/_anirudhgovind_28.png),[tweet](https://twitter.com/_anirudhgovind/status/1332730487601729536) ,,,,,
**04** ^Hexagons^,**@geojuffie** ^Mariëlle Geers-Plasmans^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geojuffie_04.jpg),[tweet](https://twitter.com/geojuffie/status/1324007010531237889) ,,,,,QGIS
**15** ^Connections^,**@mildthing99** ^BC^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mildthing99_15.jpg),[tweet](https://twitter.com/mildthing99/status/1327918398710427649) ,,,,,ArcGIS
**05** ^Blue^,**@fede_gaspari** ^Federica Gaspari^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/fede_gaspari_05.jpg),[tweet](https://twitter.com/fede_gaspari/status/1324425254618488834) ,,,,,QGIS
**30** ^A map^,**@jrombf** ^Jrombf^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jrombf_30.jpg),[tweet](https://twitter.com/jrombf/status/1333510845888913409) ,,,,,
**20** ^Population^,**@Nikolaj_gr** ^Nikolaj G^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Nikolaj_gr_20.jpg),[tweet](https://twitter.com/Nikolaj_gr/status/1329922999223525377) ,Denmark,,population,,
**07** ^Green^,**@Koen_VdE** ^Koen Van den Eeckhout^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Koen_VdE_07.jpg),[tweet](https://twitter.com/Koen_VdE/status/1325026252558905344) ,,,,,
**22** ^Movement^,**@sciremotesense** ^Robin Wilson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/sciremotesense_22.jpg),[tweet](https://twitter.com/sciremotesense/status/1330599768872116225) ,,,,,
**24** ^Elevation^,**@Iawmatthew** ^Matthew Law^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Iawmatthew_24.jpg),[tweet](https://twitter.com/Iawmatthew/status/1331587030950813696) [web](https://imgur.com/rlWMtAR),"Peru, Chile",,,"3D, animation",R
**01** ^Points^,**@Peter_McKeague** ^Peter^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Peter_McKeague_01.jpg),[tweet](https://twitter.com/Peter_McKeague/status/1323019085945384961) ,,,,,
**03** ^Polygons^,**@Terranigmus** ^Ben Jamin'^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Terranigmus_03.jpg),[tweet](https://twitter.com/Terranigmus/status/1323603280447025152) ,,,,,
**10** ^Grid^,**@iwengraf** ^Ivo Wengraf^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/iwengraf_10.jpg),[tweet](https://twitter.com/iwengraf/status/1326082529829515264) ,,,,,
**09** ^Monochrome^,**@philbartie** ^philbartie 🇬🇬^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/philbartie_09.jpg),[tweet](https://twitter.com/philbartie/status/1325765671557402625) ,,,,,
**26** ^New tool^,**@nwbort** ^Nick Twort^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/nwbort_26.jpg),[tweet](https://twitter.com/nwbort/status/1331900354372325377) [web](https://cardioid.co.nz/30dmc/26/),World,,entertainment,animation,"R, Mapbox"
**29** ^Globe^,**@evelynuuemaa** ^Evelyn Uuemaa^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/evelynuuemaa_29.jpg),[tweet](https://twitter.com/evelynuuemaa/status/1332947938176339969) ,,,,,
**19** ^NULL^,**@HarelDan** ^HD^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/HarelDan_19.png),[tweet](https://twitter.com/HarelDan/status/1329438954496659458) ,,,,,
**02** ^Lines^,**@sciremotesense** ^Robin Wilson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/sciremotesense_02.jpg),[tweet](https://twitter.com/sciremotesense/status/1323201490102738945) ,,,,,
**18** ^Land use^,**@WestcountryRT** ^Westcountry Rivers Trust^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/WestcountryRT_18.jpg),[tweet](https://twitter.com/WestcountryRT/status/1329102073661632512) ,,,,,
**04** ^Hexagons^,**@elmalovestrees** ^Emma Hall^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/elmalovestrees_04.jpg),[tweet](https://twitter.com/elmalovestrees/status/1324006804867743746) ,,,,,
**03** ^Polygons^,**@Super_Explorer** ^SuperExplorer 🇵🇷^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Super_Explorer_03.jpg),[tweet](https://twitter.com/Super_Explorer/status/1323739662213652482) ,,,,,R
**30** ^A map^,**@IGNSpain** ^IGN-CNIG^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/IGNSpain_30.jpg),[tweet](https://twitter.com/IGNSpain/status/1333380324320043010) ,,,,,
**15** ^Connections^,**@professorkao** ^Dennis Kao^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/professorkao_15.jpg),[tweet](https://twitter.com/professorkao/status/1328048451872038915) ,,,,,
**20** ^Population^,**@ken_goulding** ^Ken Goulding^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ken_goulding_20.jpg),[tweet](https://twitter.com/ken_goulding/status/1329779025611419653) ,,,,,
**24** ^Elevation^,**@spatialoccasio1** ^spatial_occasions^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/spatialoccasio1_24.jpg),[tweet](https://twitter.com/spatialoccasio1/status/1331698554402971651) ,,,,,
**28** ^Non-geographic^,**@IIEGJ** ^IIEG Jalisco^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/IIEGJ_28.jpg),[tweet](https://twitter.com/IIEGJ/status/1332762130102140928) ,,,,,
**02** ^Lines^,**@cstats1** ^newishtodc^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/cstats1_02.jpg),[tweet](https://twitter.com/cstats1/status/1323256819523923971) ,,,,,R
**10** ^Grid^,**@alnpierre** ^Pierre^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/alnpierre_10.jpg),[tweet](https://twitter.com/alnpierre/status/1326214769414709252) ,,,,,
**10** ^Grid^,**@vivekparasharr** ^Vivek Parashar^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/vivekparasharr_10.jpg),[tweet](https://twitter.com/vivekparasharr/status/1326240087475105793) ,,,,,"Kepler.gl, Python"
**01** ^Points^,**@rossp165** ^Ross Paulson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/rossp165_01.png),[tweet](https://twitter.com/rossp165/status/1322970449173688321) ,,,,,
**01** ^Points^,**@geokaramanis** ^Georgios Karamanis^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geokaramanis_01.png),[tweet](https://twitter.com/geokaramanis/status/1323035854563119105) ,,,,,R
**14** ^Climate change^,**@EljarmouniMed** ^EL JARMOUNI Mohamed^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/EljarmouniMed_14.jpg),[tweet](https://twitter.com/EljarmouniMed/status/1327767376251805702) ,,,,,
**15** ^Connections^,**@my_physical** ^MyPhysicalWorld^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/my_physical_15.jpg),[tweet](https://twitter.com/my_physical/status/1327962099067314177) ,,,,,
**15** ^Connections^,**@clintyMw** ^Clinty^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/clintyMw_15.jpg),[tweet](https://twitter.com/clintyMw/status/1328091265355886593) ,,,,,QGIS
**22** ^Movement^,**@tomodraco** ^Tomo 🐽^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tomodraco_22.jpg),[tweet](https://twitter.com/tomodraco/status/1330454797145812992) ,,,,,
**12** ^Non-GIS^,**@andrewdc_nz** ^Andrew Douglas-Clifford^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/andrewdc_nz_12.png),[tweet](https://twitter.com/andrewdc_nz/status/1326665005786427394) ,New Zealand,Christchurch,,,
**01** ^Points^,**@Kulbinderdio** ^Kulbinder dio^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Kulbinderdio_01.jpg),[tweet](https://twitter.com/Kulbinderdio/status/1322925838422212610) ,,,,,
**15** ^Connections^,**@anlugonz** ^Ana Lucía González^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/anlugonz_15.png),[tweet](https://twitter.com/anlugonz/status/1328013014608400385) ,,,,,
**22** ^Movement^,**@BZgeo** ^🇧🇿 Belize GEO 🛰️^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BZgeo_22.jpg),[tweet](https://twitter.com/BZgeo/status/1330576550463475712) ,,,,,
**06** ^Red^,**@BarryRuderman** ^Raremaps.com^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BarryRuderman_06.jpg),[tweet](https://twitter.com/BarryRuderman/status/1324682947946024960) ,,,,,
**11** ^3D^,**@positium** ^Positium^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/positium_11.jpg),[tweet](https://twitter.com/positium/status/1326624183007186946) ,,,,,
**05** ^Blue^,**@chinmay_deval** ^Chinmay Deval^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/chinmay_deval_05.jpg),[tweet](https://twitter.com/chinmay_deval/status/1324556541987483648) ,,,,,R
**03** ^Polygons^,**@sarah_wilson7** ^Sarah Wilson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/sarah_wilson7_03.jpg),[tweet](https://twitter.com/sarah_wilson7/status/1323613770791428096) ,Ireland,,,,
**04** ^Hexagons^,**@KoalaGeo** ^Edd Lewis^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/KoalaGeo_04.jpg),[tweet](https://twitter.com/KoalaGeo/status/1323925168394260480) ,,,,,QGIS
**22** ^Movement^,**@vtcraghead** ^Bill Morris^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/vtcraghead_22.jpg),[tweet](https://twitter.com/vtcraghead/status/1330516886543601670) ,,,,,
**08** ^Yellow^,**@BlandfordBread** ^Blandford Bread^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BlandfordBread_08.jpg),[tweet](https://twitter.com/BlandfordBread/status/1325363060475916288) ,,,,,"QGIS, ArcGIS"
**24** ^Elevation^,**@pokateo_** ^Kate Berg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/pokateo__24.jpg),[tweet](https://twitter.com/pokateo_/status/1331309511211184130) ,,,,,
**20** ^Population^,**@BZgeo** ^🇧🇿 Belize GEO 🛰️^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BZgeo_20.jpg),[tweet](https://twitter.com/BZgeo/status/1329820463737004038) ,,,,,
